Epoch,Loss
1,1.964511685901218
2,0.912538985411326
3,0.7705195082558526
4,0.7493683298428854
5,0.7204513682259454
6,0.6980887717670865
7,0.8012984196345011
8,0.6932588550779555
9,0.7198300692770216
10,0.705450693766276
11,0.6533363461494446
12,0.705697152349684
13,0.6977811919318305
14,0.697069009145101
15,0.6679794390996298
16,0.6762639549043443
17,0.6559686230288612
18,0.6955095330874125
19,0.6852757665846083
20,0.6624077028698392
21,0.7268712917963663
22,0.6892971926265292
23,0.7037466234631009
24,0.7203658024470011
25,0.704210619131724
26,0.6597403287887573
27,0.675403548611535
28,0.6367851893107096
29,0.6658200489150153
30,0.6859467360708449
31,0.6666298906008402
32,0.6957115001148648
33,0.6276418897840712
34,0.6156520115004646
35,0.67290108733707
36,0.6845534642537435
37,0.5959087047311995
38,0.5772071977456411
39,0.6023933059639401
40,0.6045236984888712
41,0.5883259077866873
42,0.5777067542076111
43,0.5767222046852112
44,0.562334398428599
45,0.5637287100156149
46,0.6610862016677856
47,0.6830220421155294
48,0.6544444693459405
49,0.6999909414185418
50,0.6005729635556539
51,0.6537699600060781
52,0.5652348697185516
53,0.5975102318657769
54,0.5972731709480286
55,0.5712757772869534
56,0.5859918958610959
57,0.5369377202457852
58,0.5802609092659421
59,0.5764356752236685
60,0.5032812025811937
61,0.5692975620428721
62,0.508499542872111
63,0.5123899049229093
64,0.46861399213473004
65,0.45448947615093654
66,0.535152405500412
67,0.4853286080890232
68,0.46317406826549107
69,0.515717970000373
70,0.477439272734854
71,0.47777984539667767
72,0.4306589745812946
73,0.44315429859691197
74,0.4019989007049137
75,0.4838106864028507
76,0.38010245230462814
77,0.37352848549683887
78,0.3528284596072303
79,0.408826760119862
80,0.38261814912160236
81,0.4102182553874122
82,0.5179125467936198
83,0.43821952409214443
84,0.33810123470094466
85,0.41388184163305497
86,0.36937156816323596
87,0.430834346347385
88,0.367840008603202
89,0.43584834535916644
90,0.4379432151714961
91,0.314327672123909
92,0.34160791668627
93,0.3217305756277508
94,0.25203119880623287
95,0.5200514925850762
96,0.36239099833700394
97,0.3464619798792733
98,0.3833459085888333
99,0.3064765880505244
100,0.29381590916050804
101,0.3039976888232761
102,0.20060088485479355
103,0.308140077524715
104,0.23836843172709146
105,0.1863335706293583
106,0.3278563337193595
107,0.25798527068561977
108,0.2150870677497652
109,0.2319033352865113
110,0.24184497363037533
111,0.2226615995168686
112,0.2663729600608349
113,0.24425726963414085
114,0.1508518151111073
115,0.19310527626011106
116,0.30887333469258416
117,0.19504313750399482
118,0.2216298311120934
119,0.2313443339533276
120,0.16879526939657
121,0.19673441433244282
122,0.16773607912990782
123,0.17732122913002968
124,0.13674086911810768
125,0.12272243926094638
126,0.12429657288723522
127,0.28049034087194336
128,0.18443615693185064
129,0.1284946401913961
130,0.14552081914411652
131,0.19624760250250498
132,0.13936507060296005
133,0.1503018219437864
134,0.22318168895112145
135,0.20754911750555038
136,0.10569203996823893
137,0.10975467558536264
138,0.11735524858037631
139,0.11809851063622369
140,0.0903268228802416
141,0.1545401592221525
142,0.21226341567105717
143,0.11555469118886524
144,0.115275118396514
145,0.1044562208569712
146,0.11375215008027023
147,0.14280290249735117
148,0.16879378849019608
149,0.12335243396874931
150,0.0788216484296653
151,0.18153933539158768
152,0.08923087724381024
153,0.09419174119830132
154,0.12641517486837175
155,0.05277679436322716
156,0.06738708044091861
157,0.10557804711990887
158,0.04579788798259364
159,0.058595999661419124
160,0.04528856142941448
161,0.1516045462857518
162,0.08035785363366206
163,0.06541597149852249
164,0.055397543849216566
165,0.025876197032630444
166,0.039218401018944055
167,0.07589457111640109
168,0.07497803183893363
169,0.07620230782777071
170,0.06331276572826836
171,0.11531091584927505
172,0.027716728030807443
173,0.07865158385700649
174,0.0691534518264234
175,0.132944009370274
176,0.03063409485750728
177,0.09042802706567778
178,0.16377452259055442
179,0.07646350091737178
180,0.049205538609789476
181,0.02428487740043137
182,0.031072029197174642
183,0.2330215855812033
184,0.04998880417810546
185,0.05413762045403322
186,0.051005316639526024
187,0.06674900837242603
188,0.05974658366499676
189,0.05691142545806037
190,0.06525150189797084
191,0.07489046268165112
192,0.0934700056289633
193,0.10686296260812217
194,0.1461123472286595
195,0.09925108837584655
196,0.06434584900529848
197,0.08845453036742078
198,0.03433250408205721
199,0.08369507335333361
200,0.08875257992703053
